No.,Time,Source,Destination,Protocol,Length,Info,Class
6339,43.553273,Google,Local,TCP,4594,ACK,browsing
6340,43.553295,Local,Google,TCP,54,ACK,browsing
6342,43.553337,Local,Google,TCP,54,ACK,browsing
6343,43.553467,Google,Local,TCP,1079,ACK,browsing
6344,43.553467,Google,Local,TCP,5734,ACK,browsing
6345,43.553491,Local,Google,TCP,54,ACK,browsing
6347,43.554138,Local,Google,TCP,54,ACK,browsing
6349,43.554192,Local,Google,TCP,54,ACK,browsing
6351,43.554494,Local,Google,TCP,54,ACK,browsing
6353,43.554673,Local,Google,TCP,54,ACK,browsing
6355,43.554824,Local,Google,TCP,54,ACK,browsing
6357,43.554916,Local,Google,TCP,54,ACK,browsing
6359,43.584305,Google,Local,TCP,60,ACK,browsing
6361,43.629652,Static,Local,TCP,60,ACK,browsing
6363,43.636389,Static,Local,TCP,60,ACK,browsing
6365,43.64368,Static,Local,TCP,60,ACK,browsing
6367,43.649018,Static,Local,TCP,60,ACK,browsing
6369,43.649304,Static,Local,TCP,60,ACK,browsing
6372,43.65018,Local,Static,TCP,54,ACK,browsing
6374,43.650265,Local,Static,TCP,54,ACK,browsing
6376,43.650718,Static,Local,TCP,60,ACK,browsing
6382,43.651923,Static,Local,TCP,60,ACK,browsing
6383,43.65213,Local,Static,TCP,54,ACK,browsing
6386,43.655475,Local,Static,TCP,54,ACK,browsing
6388,43.655557,Local,Static,TCP,54,ACK,browsing
6390,43.656002,Static,Local,TCP,60,ACK,browsing
6394,43.660909,Local,Static,TCP,54,ACK,browsing
6398,43.662552,Local,Static,TCP,54,ACK,browsing
6400,43.663337,Static,Local,TCP,60,ACK,browsing
6403,43.665833,Local,Static,TCP,54,ACK,browsing
6405,43.666043,Static,Local,TCP,60,ACK,browsing
6407,43.680425,Local,Google,TCP,54,ACK,browsing
6408,43.680555,Google,Local,TCP,5986,ACK,browsing
6409,43.680565,Local,Google,TCP,54,ACK,browsing
6410,43.680555,Google,Local,TCP,4314,ACK,browsing
6411,43.68058,Local,Google,TCP,54,ACK,browsing
6413,43.680678,Local,Google,TCP,54,ACK,browsing
6415,43.680775,Local,Google,TCP,54,ACK,browsing
6416,43.68088,Google,Local,TCP,5734,ACK,browsing
6417,43.680887,Local,Google,TCP,54,ACK,browsing
6419,43.681071,Local,Google,TCP,54,ACK,browsing
6420,43.681109,Google,Local,TCP,6182,ACK,browsing
6421,43.681118,Local,Google,TCP,54,ACK,browsing
6422,43.681109,Google,Local,TCP,2894,ACK,browsing
6423,43.681132,Local,Google,TCP,54,ACK,browsing
6425,43.681206,Local,Google,TCP,54,ACK,browsing
6426,43.681277,Google,Local,TCP,7154,ACK,browsing
6427,43.681289,Local,Google,TCP,54,ACK,browsing
6428,43.68134,Google,Local,TCP,2894,ACK,browsing
6430,43.681371,Local,Google,TCP,54,ACK,browsing
6431,43.681403,Local,Google,TCP,54,ACK,browsing
6432,43.681437,Google,Local,TCP,7154,ACK,browsing
6433,43.681453,Local,Google,TCP,54,ACK,browsing
6434,43.681498,Google,Local,TCP,5734,ACK,browsing
6435,43.681504,Local,Google,TCP,54,ACK,browsing
6437,43.681552,Local,Google,TCP,54,ACK,browsing
6438,43.681605,Google,Local,TCP,7154,ACK,browsing
6439,43.681611,Local,Google,TCP,54,ACK,browsing
6440,43.681678,Google,Local,TCP,5734,ACK,browsing
6441,43.681685,Local,Google,TCP,54,ACK,browsing
6443,43.681744,Local,Google,TCP,54,ACK,browsing
6444,43.681816,Google,Local,TCP,2894,ACK,browsing
6445,43.681822,Local,Google,TCP,54,ACK,browsing
6446,43.681816,Google,Local,TCP,2894,ACK,browsing
6447,43.681835,Local,Google,TCP,54,ACK,browsing
6448,43.681928,Google,Local,TCP,5734,ACK,browsing
6449,43.681934,Local,Google,TCP,54,ACK,browsing
6451,43.682022,Local,Google,TCP,54,ACK,browsing
6452,43.682087,Google,Local,TCP,8574,ACK,browsing
6453,43.682092,Local,Google,TCP,54,ACK,browsing
6455,43.682205,Local,Google,TCP,54,ACK,browsing
6456,43.682279,Google,Local,TCP,3146,ACK,browsing
6457,43.682286,Local,Google,TCP,54,ACK,browsing
6458,43.682279,Google,Local,TCP,2894,ACK,browsing
6459,43.682296,Local,Google,TCP,54,ACK,browsing
6461,43.682376,Local,Google,TCP,54,ACK,browsing
6462,43.682446,Google,Local,TCP,5734,ACK,browsing
6463,43.682451,Local,Google,TCP,54,ACK,browsing
6464,43.682513,Google,Local,TCP,5734,ACK,browsing
6465,43.682518,Local,Google,TCP,54,ACK,browsing
6467,43.682621,Local,Google,TCP,54,ACK,browsing
6468,43.68269,Google,Local,TCP,4174,ACK,browsing
6469,43.682695,Local,Google,TCP,54,ACK,browsing
6470,43.68269,Google,Local,TCP,2894,ACK,browsing
6471,43.682707,Local,Google,TCP,54,ACK,browsing
6473,43.683325,Local,Google,TCP,54,ACK,browsing
6474,43.683565,Google,Local,TCP,7154,ACK,browsing
6475,43.683584,Local,Google,TCP,54,ACK,browsing
6477,43.683659,Local,Google,TCP,54,ACK,browsing
6478,43.683796,Google,Local,TCP,7154,ACK,browsing
6479,43.683802,Local,Google,TCP,54,ACK,browsing
6480,43.683796,Google,Local,TCP,1474,ACK,browsing
6481,43.683894,Google,Local,TCP,7154,ACK,browsing
6482,43.683901,Local,Google,TCP,54,ACK,browsing
6484,43.684015,Local,Google,TCP,54,ACK,browsing
6486,43.684099,Local,Google,TCP,54,ACK,browsing
6487,43.684169,Google,Local,TCP,8574,ACK,browsing
6488,43.684243,Google,Local,TCP,7154,ACK,browsing
6490,43.684318,Local,Google,TCP,54,ACK,browsing
6491,43.684353,Google,Local,TCP,7154,ACK,browsing
6492,43.684367,Local,Google,TCP,54,ACK,browsing
6493,43.684453,Local,Google,TCP,54,ACK,browsing
6494,43.684479,Local,Google,TCP,54,ACK,browsing
6495,43.684517,Google,Local,TCP,5734,ACK,browsing
6496,43.684526,Local,Google,TCP,54,ACK,browsing
6498,43.684541,Local,Google,TCP,54,ACK,browsing
6499,43.684639,Google,Local,TCP,9994,ACK,browsing
6500,43.684666,Local,Google,TCP,54,ACK,browsing
6502,43.684695,Local,Google,TCP,54,ACK,browsing
6503,43.684789,Google,Local,TCP,5734,ACK,browsing
6504,43.684812,Local,Google,TCP,54,ACK,browsing
6505,43.684866,Google,Local,TCP,5734,ACK,browsing
6506,43.684874,Local,Google,TCP,54,ACK,browsing
6508,43.684895,Local,Google,TCP,54,ACK,browsing
6509,43.684948,Google,Local,TCP,9994,ACK,browsing
6510,43.684954,Local,Google,TCP,54,ACK,browsing
6512,43.685072,Local,Google,TCP,54,ACK,browsing
6513,43.685116,Google,Local,TCP,8574,ACK,browsing
6514,43.685121,Local,Google,TCP,54,ACK,browsing
6515,43.685199,Google,Local,TCP,5734,ACK,browsing
6516,43.685205,Local,Google,TCP,54,ACK,browsing
6518,43.685269,Local,Google,TCP,54,ACK,browsing
6519,43.685344,Google,Local,TCP,8574,ACK,browsing
6520,43.68535,Local,Google,TCP,54,ACK,browsing
6522,43.685407,Local,Google,TCP,54,ACK,browsing
6523,43.685475,Google,Local,TCP,7154,ACK,browsing
6524,43.685481,Local,Google,TCP,54,ACK,browsing
6526,43.685608,Local,Google,TCP,54,ACK,browsing
6528,43.825737,213.155.86.211,Local,TCP,60,ACK,Unknown
6530,43.854164,Static,Local,TCP,60,ACK,browsing
6533,43.86007,Local,Static,TCP,54,ACK,browsing
6535,43.860586,Static,Local,TCP,60,ACK,browsing
6537,43.965489,Google,Local,TCP,60,ACK,browsing
6539,44.002533,Local,213.155.86.211,TCP,54,ACK,Unknown
6540,44.03201,Local,Google,TCP,54,ACK,browsing
6541,44.032225,Google,Local,TCP,60,ACK,browsing
6544,44.040522,Local,Google,TCP,54,ACK,browsing
6546,44.040889,Google,Local,TCP,60,ACK,browsing
6548,44.160065,Static,Local,TCP,60,ACK,browsing
6551,44.188508,Local,Static,TCP,54,ACK,browsing
6553,44.18888,Static,Local,TCP,60,ACK,browsing
6557,44.600773,Local,Amazon,TCP,54,ACK,browsing
6559,44.601175,Local,Amazon,TCP,54,FIN ACK,browsing
6560,44.601346,CDN,Local,TCP,60,TCP ACKed unseen segment,browsing
6561,44.601346,CDN,Local,TCP,60,ACK,browsing
6562,44.800053,Local,Static,TCP,54,TCP Keep Alive,browsing
6563,44.800101,Local,Google,TCP,54,ACK,browsing
6564,44.800121,Local,CDN,TCP,54,TCP Dup ACK,browsing
6565,44.800362,Static,Local,TCP,60,TCP Keep Alive,browsing
6566,44.800362,Google,Local,TCP,60,ACK,browsing
6567,44.800362,CDN,Local,TCP,60,TCP Dup ACK,browsing
6568,44.807733,CDN,Local,TCP,60,FIN ACK,browsing
6569,44.807762,Local,Amazon,TCP,54,ACK,browsing
6570,45.567995,Local,117.18.237.29,TCP,54,TCP Dup ACK,Unknown
6571,45.568053,Local,CDN,TCP,54,TCP Dup ACK,browsing
6572,45.568055,Local,CDN,TCP,54,TCP Dup ACK,browsing
6573,45.568403,117.18.237.29,Local,TCP,60,TCP Dup ACK,Unknown
6574,45.568403,CDN,Local,TCP,60,TCP Dup ACK,browsing
6575,45.568404,CDN,Local,TCP,60,TCP Dup ACK,browsing
6576,45.82416,Local,CDN,TCP,54,TCP Dup ACK,browsing
6577,45.824448,CDN,Local,TCP,60,TCP Dup ACK,browsing
6579,46.729446,Google,Local,TCP,60,ACK,browsing
6581,46.733837,Local,Google,TCP,54,ACK,browsing
6582,46.733935,Google,Local,TCP,5846,ACK,browsing
6583,46.733945,Local,Google,TCP,54,ACK,browsing
6585,46.73404,Local,Google,TCP,54,ACK,browsing
6586,46.734156,Google,Local,TCP,8574,ACK,browsing
6587,46.734163,Local,Google,TCP,54,ACK,browsing
6589,46.734217,Local,Google,TCP,54,ACK,browsing
6590,46.734211,Google,Local,TCP,4314,ACK,browsing
6591,46.734238,Local,Google,TCP,54,ACK,browsing
6593,46.734311,Local,Google,TCP,54,ACK,browsing
6594,46.734356,Google,Local,TCP,446,ACK,browsing
6595,46.734419,Google,Local,TCP,5734,ACK,browsing
6596,46.734426,Local,Google,TCP,54,ACK,browsing
6598,46.734496,Local,Google,TCP,54,ACK,browsing
6599,46.734556,Google,Local,TCP,2894,ACK,browsing
6600,46.734564,Local,Google,TCP,54,ACK,browsing
6602,46.734669,Local,Google,TCP,54,ACK,browsing
6604,46.734731,Local,Google,TCP,54,ACK,browsing
6605,46.734804,Google,Local,TCP,4314,ACK,browsing
6606,46.734812,Local,Google,TCP,54,ACK,browsing
6608,46.734886,Local,Google,TCP,54,ACK,browsing
6609,46.734942,Google,Local,TCP,3978,ACK,browsing
6610,46.734951,Local,Google,TCP,54,ACK,browsing
6611,46.735028,Google,Local,TCP,7154,ACK,browsing
6612,46.735035,Local,Google,TCP,54,ACK,browsing
6614,46.735138,Local,Google,TCP,54,ACK,browsing
6616,46.735224,Local,Google,TCP,54,ACK,browsing
6618,46.735296,Local,Google,TCP,54,ACK,browsing
6619,46.73536,Google,Local,TCP,4314,ACK,browsing
6620,46.73537,Local,Google,TCP,54,ACK,browsing
6622,46.73546,Local,Google,TCP,54,ACK,browsing
6623,46.735506,Google,Local,TCP,3950,ACK,browsing
6624,46.735514,Local,Google,TCP,54,ACK,browsing
6625,46.735611,Google,Local,TCP,4314,ACK,browsing
6626,46.735619,Local,Google,TCP,54,ACK,browsing
6628,46.735708,Local,Google,TCP,54,ACK,browsing
6629,46.735766,Google,Local,TCP,5734,ACK,browsing
6630,46.735773,Local,Google,TCP,54,ACK,browsing
6632,46.735784,Local,Google,TCP,54,ACK,browsing
6634,46.735926,Local,Google,TCP,54,ACK,browsing
6635,46.735994,Google,Local,TCP,7154,ACK,browsing
6636,46.736003,Local,Google,TCP,54,ACK,browsing
6638,46.736104,Local,Google,TCP,54,ACK,browsing
6639,46.73616,Google,Local,TCP,2558,ACK,browsing
6640,46.736166,Local,Google,TCP,54,ACK,browsing
6642,46.736175,Local,Google,TCP,54,ACK,browsing
6643,47.104051,Local,Static,TCP,54,TCP Keep Alive,browsing
6644,47.104347,Static,Local,TCP,60,TCP Keep Alive,browsing
6646,47.729679,152.195.56.195,Local,TCP,60,ACK,Unknown
6648,47.734247,Local,152.195.56.195,TCP,54,ACK,Unknown
6651,48.042583,Google,Local,TCP,60,ACK,browsing
6652,48.042687,Google,Local,TCP,60,ACK,browsing
6653,48.042687,Google,Local,TCP,60,ACK,browsing
6655,48.055728,Local,Google,TCP,54,ACK,browsing
6657,48.05643,Google,Local,TCP,60,ACK,browsing
6658,49.407956,Local,CDN,TCP,54,TCP Keep Alive,browsing
6659,49.408024,Local,CDN,TCP,54,TCP Keep Alive,browsing
6660,49.408282,CDN,Local,TCP,60,TCP Keep Alive,browsing
6661,49.408282,CDN,Local,TCP,60,TCP Keep Alive,browsing
6663,49.462729,Static,Local,TCP,60,ACK,browsing
6666,49.470378,Local,Static,TCP,54,ACK,browsing
6669,49.470471,Local,Static,TCP,54,ACK,browsing
6671,49.470698,Local,Static,TCP,54,ACK,browsing
6673,49.470808,Local,Static,TCP,54,ACK,browsing
6675,49.470975,Local,Static,TCP,54,ACK,browsing
6677,49.471173,Local,Static,TCP,54,ACK,browsing
6679,49.471364,Local,Static,TCP,54,ACK,browsing
6686,49.472735,Local,Static,TCP,54,ACK,browsing
6691,49.473465,Local,Static,TCP,54,ACK,browsing
6693,49.474569,Static,Local,TCP,60,ACK,browsing
6695,49.47519,Local,Static,TCP,54,FIN ACK,browsing
6696,49.475206,Static,Local,TCP,60,ACK,browsing
6697,49.475265,Static,Local,TCP,60,ACK,browsing
6698,49.479908,Static,Local,TCP,60,FIN ACK,browsing
6699,49.479973,Local,Static,TCP,54,ACK,browsing
6700,49.664019,Local,Google,TCP,54,ACK,browsing
6701,49.664259,Google,Local,TCP,60,ACK,browsing
6702,50.180014,Local,Static,TCP,54,TCP Keep Alive,browsing
6703,50.180247,Static,Local,TCP,60,TCP Keep Alive,browsing
6704,50.431979,Local,Google,TCP,54,ACK,browsing
6705,50.432154,Google,Local,TCP,60,ACK,browsing
6707,51.258502,Google,Local,TCP,60,ACK,browsing
6711,51.263565,Local,Google,TCP,54,ACK,browsing
6712,51.263647,Google,Local,TCP,5734,ACK,browsing
6713,51.263658,Local,Google,TCP,54,ACK,browsing
6714,51.263749,Google,Local,TCP,166,ACK,browsing
6715,51.263749,Google,Local,TCP,4314,ACK,browsing
6716,51.26376,Local,Google,TCP,54,ACK,browsing
6718,51.26382,Local,Google,TCP,54,ACK,browsing
6719,51.263887,Google,Local,TCP,7154,ACK,browsing
6720,51.263894,Local,Google,TCP,54,ACK,browsing
6722,51.264015,Local,Google,TCP,54,ACK,browsing
6723,51.264007,Google,Local,TCP,12834,ACK,browsing
6724,51.264029,Local,Google,TCP,54,ACK,browsing
6726,51.264098,Local,Google,TCP,54,ACK,browsing
6727,51.264091,Google,Local,TCP,1474,ACK,browsing
6728,51.264144,Google,Local,TCP,7154,ACK,browsing
6729,51.264149,Local,Google,TCP,54,ACK,browsing
6731,51.264219,Local,Google,TCP,54,ACK,browsing
6732,51.264284,Google,Local,TCP,8574,ACK,browsing
6733,51.264297,Local,Google,TCP,54,ACK,browsing
6735,51.264369,Local,Google,TCP,54,ACK,browsing
6736,51.264424,Google,Local,TCP,8574,ACK,browsing
6737,51.264431,Local,Google,TCP,54,ACK,browsing
6739,51.264491,Local,Google,TCP,54,ACK,browsing
6740,51.264485,Google,Local,TCP,2894,ACK,browsing
6741,51.264504,Local,Google,TCP,54,ACK,browsing
6742,51.264558,Google,Local,TCP,8574,ACK,browsing
6743,51.264565,Local,Google,TCP,54,ACK,browsing
6745,51.264623,Local,Google,TCP,54,ACK,browsing
6746,51.264698,Google,Local,TCP,6846,ACK,browsing
6747,51.264705,Local,Google,TCP,54,ACK,browsing
6748,51.264698,Google,Local,TCP,1474,ACK,browsing
6750,51.26481,Local,Google,TCP,54,ACK,browsing
6751,51.264879,Google,Local,TCP,4286,ACK,browsing
6752,51.264886,Local,Google,TCP,54,ACK,browsing
6753,51.26488,Google,Local,TCP,1474,ACK,browsing
6755,51.264988,Local,Google,TCP,54,ACK,browsing
6757,51.265038,Local,Google,TCP,54,ACK,browsing
6758,51.265118,Google,Local,TCP,3342,ACK,browsing
6759,51.265125,Local,Google,TCP,54,ACK,browsing
6760,51.265119,Google,Local,TCP,2894,ACK,browsing
6761,51.265139,Local,Google,TCP,54,ACK,browsing
6762,51.265219,Google,Local,TCP,8574,ACK,browsing
6763,51.265226,Local,Google,TCP,54,ACK,browsing
6765,51.26529,Local,Google,TCP,54,ACK,browsing
6766,51.265365,Google,Local,TCP,1110,ACK,browsing
6767,51.265365,Google,Local,TCP,7154,ACK,browsing
6768,51.265373,Local,Google,TCP,54,ACK,browsing
6770,51.265477,Local,Google,TCP,54,ACK,browsing
6771,51.265555,Google,Local,TCP,5734,ACK,browsing
6772,51.265563,Local,Google,TCP,54,ACK,browsing
6774,51.265578,Local,Google,TCP,54,ACK,browsing
6775,51.265644,Google,Local,TCP,8574,ACK,browsing
6776,51.265651,Local,Google,TCP,54,ACK,browsing
6778,51.265736,Local,Google,TCP,54,ACK,browsing
6779,51.265807,Google,Local,TCP,3342,ACK,browsing
6780,51.265818,Local,Google,TCP,54,ACK,browsing
6781,51.265807,Google,Local,TCP,4314,ACK,browsing
6782,51.26583,Local,Google,TCP,54,ACK,browsing
6784,51.265928,Local,Google,TCP,54,ACK,browsing
6785,51.265978,Google,Local,TCP,6818,ACK,browsing
6786,51.265985,Local,Google,TCP,54,ACK,browsing
6787,51.265978,Google,Local,TCP,2894,ACK,browsing
6788,51.266006,Local,Google,TCP,54,ACK,browsing
6790,51.266101,Local,Google,TCP,54,ACK,browsing
6791,51.26614,Google,Local,TCP,7154,ACK,browsing
6792,51.266146,Local,Google,TCP,54,ACK,browsing
6793,51.266199,Google,Local,TCP,1418,ACK,browsing
6795,51.266206,Local,Google,TCP,54,ACK,browsing
6796,51.26627,Google,Local,TCP,8574,ACK,browsing
6797,51.266277,Local,Google,TCP,54,ACK,browsing
6799,51.266353,Local,Google,TCP,54,ACK,browsing
6800,51.266414,Google,Local,TCP,3342,ACK,browsing
6801,51.266421,Local,Google,TCP,54,ACK,browsing
6802,51.266415,Google,Local,TCP,5734,ACK,browsing
6803,51.266441,Local,Google,TCP,54,ACK,browsing
6805,51.266507,Local,Google,TCP,54,ACK,browsing
6806,51.266568,Google,Local,TCP,5370,ACK,browsing
6807,51.266574,Local,Google,TCP,54,ACK,browsing
6808,51.266568,Google,Local,TCP,2894,ACK,browsing
6809,51.266586,Local,Google,TCP,54,ACK,browsing
6811,51.26664,Local,Google,TCP,54,ACK,browsing
6812,51.266689,Google,Local,TCP,7154,ACK,browsing
6813,51.266695,Local,Google,TCP,54,ACK,browsing
6814,51.266745,Google,Local,TCP,4314,ACK,browsing
6815,51.26675,Local,Google,TCP,54,ACK,browsing
6817,51.266806,Google,Local,TCP,7154,ACK,browsing
6818,51.266812,Local,Google,TCP,54,ACK,browsing
6820,51.2669,Local,Google,TCP,54,ACK,browsing
6821,51.266966,Google,Local,TCP,4762,ACK,browsing
6822,51.266977,Local,Google,TCP,54,ACK,browsing
6823,51.266966,Google,Local,TCP,4314,ACK,browsing
6824,51.266991,Local,Google,TCP,54,ACK,browsing
6826,51.267043,Local,Google,TCP,54,ACK,browsing
6827,51.26709,Google,Local,TCP,7154,ACK,browsing
6828,51.267101,Local,Google,TCP,54,ACK,browsing
6829,51.267142,Google,Local,TCP,1110,ACK,browsing
6831,51.267191,Google,Local,TCP,5734,ACK,browsing
6832,51.267251,Google,Local,TCP,5734,ACK,browsing
6834,51.267298,Google,Local,TCP,1474,ACK,browsing
6835,51.267342,Google,Local,TCP,4314,ACK,browsing
6836,51.267385,Google,Local,TCP,5734,ACK,browsing
6838,51.26747,Google,Local,TCP,5734,ACK,browsing
6839,51.26753,Local,Google,TCP,54,ACK,browsing
6840,51.26758,Google,Local,TCP,1474,ACK,browsing
6841,51.267678,Google,Local,TCP,1474,ACK,browsing
6842,51.267686,Local,Google,TCP,54,ACK,browsing
6843,51.267756,Google,Local,TCP,5734,ACK,browsing
6845,51.26782,Google,Local,TCP,2894,ACK,browsing
6846,51.267852,Google,Local,TCP,5734,ACK,browsing
6848,51.267995,Google,Local,TCP,9994,ACK,browsing
6850,51.268149,Google,Local,TCP,5734,ACK,browsing
6852,51.268269,Google,Local,TCP,2894,ACK,browsing
6853,51.268395,Local,Google,TCP,54,ACK,browsing
6854,51.268549,Google,Local,TCP,2894,ACK,browsing
6855,51.268563,Local,Google,TCP,54,ACK,browsing
6857,51.268679,Google,Local,TCP,7154,ACK,browsing
6858,51.268722,Google,Local,TCP,4314,ACK,browsing
6860,51.268831,Google,Local,TCP,8574,ACK,browsing
6861,51.268862,Google,Local,TCP,4314,ACK,browsing
6863,51.268959,Google,Local,TCP,7154,ACK,browsing
6865,51.269085,Google,Local,TCP,4314,ACK,browsing
6866,51.269179,Local,Google,TCP,54,ACK,browsing
6867,51.269354,Google,Local,TCP,2894,ACK,browsing
6868,51.269364,Local,Google,TCP,54,ACK,browsing
6870,51.269507,Google,Local,TCP,5734,ACK,browsing
6871,51.269551,Google,Local,TCP,4314,ACK,browsing
6873,51.269647,Google,Local,TCP,7154,ACK,browsing
6874,51.269677,Google,Local,TCP,4314,ACK,browsing
6875,51.269714,Google,Local,TCP,4314,ACK,browsing
6877,51.26979,Google,Local,TCP,4314,ACK,browsing
6878,51.26985,Google,Local,TCP,5734,ACK,browsing
6881,51.270221,Local,Google,TCP,54,ACK,browsing
6882,51.270337,Google,Local,TCP,5734,ACK,browsing
6883,51.270346,Local,Google,TCP,54,ACK,browsing
6886,51.270491,Google,Local,TCP,7154,ACK,browsing
6888,51.270603,Google,Local,TCP,7154,ACK,browsing
6890,51.270679,Local,Google,TCP,54,ACK,browsing
6891,51.270729,Local,Google,TCP,54,ACK,browsing
6892,51.270768,Google,Local,TCP,9994,ACK,browsing
6895,51.27087,Google,Local,TCP,9994,ACK,browsing
6896,51.27092,Local,Google,TCP,54,ACK,browsing
6898,51.271022,Local,Google,TCP,54,ACK,browsing
6902,51.271595,Local,Google,TCP,54,ACK,browsing
6903,51.271715,Google,Local,TCP,5734,ACK,browsing
6904,51.271724,Local,Google,TCP,54,ACK,browsing
6908,51.27195,Local,Google,TCP,54,ACK,browsing
6910,51.272016,Local,Google,TCP,54,ACK,browsing
6911,51.273416,Local,Google,TCP,74,ACK,browsing
6912,51.474329,Google,Local,TCP,60,ACK,browsing
6913,51.474389,Local,Google,TCP,54,ACK,browsing
6915,51.477018,Google,Local,TCP,60,ACK,browsing
6917,51.678708,Local,Google,TCP,54,ACK,browsing
6919,51.678881,Local,Google,TCP,54,ACK,browsing
6921,51.68799,Static,Local,TCP,60,ACK,browsing
6923,51.694125,Local,Static,TCP,54,ACK,browsing
6925,51.698016,Google,Local,TCP,60,ACK,browsing
6927,51.698307,Google,Local,TCP,60,ACK,browsing
6929,51.896918,Local,Google,TCP,54,ACK,browsing
6931,51.89705,Local,Google,TCP,54,ACK,browsing
6933,51.897258,Local,Google,TCP,54,ACK,browsing
6935,51.897833,Local,Google,TCP,54,FIN ACK,browsing
6936,51.897988,Google,Local,TCP,60,ACK,browsing
6937,51.897989,Google,Local,TCP,60,ACK,browsing
6939,51.956962,Google,Local,TCP,60,ACK,browsing
6940,51.968036,Local,Google,TCP,54,ACK,browsing
6941,51.968326,Google,Local,TCP,60,ACK,browsing
6944,51.969167,Local,Google,TCP,54,ACK,browsing
6946,51.969388,Google,Local,TCP,60,ACK,browsing
6947,52.224027,Local,Google,TCP,54,ACK,browsing
6948,52.224303,Google,Local,TCP,60,ACK,browsing
6949,52.273674,Google,Local,TCP,60,ACK,browsing
6950,52.479992,Local,Static,TCP,54,TCP Dup ACK,browsing
6951,52.48078,Static,Local,TCP,60,TCP Dup ACK,browsing
6952,52.48402,Local,117.18.237.29,TCP,54,TCP Dup ACK,Unknown
6953,52.484342,117.18.237.29,Local,TCP,60,TCP Dup ACK,Unknown
6954,52.735996,Local,CDN,TCP,54,TCP Dup ACK,browsing
6955,52.736047,Local,117.18.237.29,TCP,54,TCP Dup ACK,Unknown
6956,52.736078,Local,CDN,TCP,54,TCP Dup ACK,browsing
6957,52.736279,CDN,Local,TCP,60,TCP Dup ACK,browsing
6958,52.736279,117.18.237.29,Local,TCP,60,TCP Dup ACK,Unknown
6959,52.736279,CDN,Local,TCP,60,TCP Dup ACK,browsing
6961,52.802433,Local,Amazon,TCP,54,ACK,browsing
6963,52.802858,Local,Amazon,TCP,54,FIN ACK,browsing
6964,52.80303,CDN,Local,TCP,60,TCP ACKed unseen segment,browsing
6965,52.80303,CDN,Local,TCP,60,ACK,browsing
6968,52.958777,Google,Local,TCP,60,ACK,browsing
6969,52.958782,Google,Local,TCP,60,ACK,browsing
6972,52.969143,Google,Local,TCP,60,ACK,browsing
6973,52.994932,CDN,Local,TCP,60,FIN ACK,browsing
6974,52.994977,Local,Amazon,TCP,54,ACK,browsing
6975,53.028009,Local,Google,TCP,54,ACK,browsing
6976,53.028267,Google,Local,TCP,60,ACK,browsing
6977,53.759958,Local,CDN,TCP,54,TCP Dup ACK,browsing
6978,53.760234,CDN,Local,TCP,60,TCP Dup ACK,browsing
6979,54.272015,Local,Google,TCP,54,ACK,browsing
6980,54.272355,Google,Local,TCP,60,ACK,browsing
6982,54.519443,Local,Google,TCP,7354,ACK,browsing
6983,54.519539,Local,Google,TCP,5894,ACK,browsing
6984,54.519733,Google,Local,TCP,60,ACK,browsing
6985,54.519733,Google,Local,TCP,60,ACK,browsing
6987,54.519818,Google,Local,TCP,60,ACK,browsing
6988,54.519818,Google,Local,TCP,60,ACK,browsing
6989,54.519818,Google,Local,TCP,60,ACK,browsing
6990,54.519818,Google,Local,TCP,60,ACK,browsing
6992,54.520169,Google,Local,TCP,60,ACK,browsing
6993,54.520169,Google,Local,TCP,60,ACK,browsing
6994,54.520169,Google,Local,TCP,60,ACK,browsing
6995,54.520169,Google,Local,TCP,60,ACK,browsing
6996,54.520251,Google,Local,TCP,60,ACK,browsing
6997,54.520251,Google,Local,TCP,60,ACK,browsing
6998,54.520251,Google,Local,TCP,60,ACK,browsing
6999,54.520251,Google,Local,TCP,60,ACK,browsing
7000,54.520251,Google,Local,TCP,60,ACK,browsing
7001,54.520251,Google,Local,TCP,60,ACK,browsing
7002,54.520327,Google,Local,TCP,60,ACK,browsing
7003,54.520327,Google,Local,TCP,60,ACK,browsing
7004,54.520327,Google,Local,TCP,60,ACK,browsing
7007,54.54182,Local,Google,TCP,54,ACK,browsing
7009,54.542317,Google,Local,TCP,60,ACK,browsing
7010,55.040036,Local,Static,TCP,54,TCP Keep Alive,browsing
7011,55.040089,Local,CDN,TCP,54,TCP Dup ACK,browsing
7012,55.040306,Static,Local,TCP,60,TCP Keep Alive,browsing
7013,55.040306,CDN,Local,TCP,60,TCP Dup ACK,browsing
7014,55.044002,Local,Google,TCP,54,ACK,browsing
7015,55.044221,Google,Local,TCP,60,ACK,browsing
7016,55.807995,Local,CDN,TCP,54,TCP Dup ACK,browsing
7017,55.808042,Local,CDN,TCP,54,TCP Dup ACK,browsing
7018,55.808177,Local,117.18.237.29,TCP,54,TCP Dup ACK,Unknown
7019,55.808238,CDN,Local,TCP,60,TCP Dup ACK,browsing
7020,55.808238,CDN,Local,TCP,60,TCP Dup ACK,browsing
7021,55.811238,117.18.237.29,Local,TCP,60,TCP Dup ACK,Unknown
7022,56.067994,Local,CDN,TCP,54,TCP Dup ACK,browsing
7023,56.068687,CDN,Local,TCP,60,TCP Dup ACK,browsing
7025,56.882712,Google,Local,TCP,60,ACK,browsing
7027,56.887652,Local,Google,TCP,54,ACK,browsing
